Country Name,Country ISO3,Year,Indicator Name,Indicator Code,Value
#country+name,#country+code,#date+year,#indicator+name,#indicator+code,#indicator+value+num
Somalia,SOM,1963,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.2896769860476
Somalia,SOM,1962,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.295700690177292
Somalia,SOM,1961,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.301823747126577
Somalia,SOM,2022,Arable land (% of land area),AG.LND.ARBL.ZS,1.75343513884018
Somalia,SOM,2021,Arable land (% of land area),AG.LND.ARBL.ZS,1.75343513884018
Somalia,SOM,2020,Arable land (% of land area),AG.LND.ARBL.ZS,1.75343513884018
Somalia,SOM,2019,Arable land (% of land area),AG.LND.ARBL.ZS,1.75343513884018
Somalia,SOM,2018,Arable land (% of land area),AG.LND.ARBL.ZS,1.75343513884018
Somalia,SOM,2017,Arable land (% of land area),AG.LND.ARBL.ZS,1.75343513884018
Somalia,SOM,2016,Arable land (% of land area),AG.LND.ARBL.ZS,1.75343513884018
Somalia,SOM,2015,Arable land (% of land area),AG.LND.ARBL.ZS,1.75343513884018
Somalia,SOM,2014,Arable land (% of land area),AG.LND.ARBL.ZS,1.75343513884018
Somalia,SOM,2013,Arable land (% of land area),AG.LND.ARBL.ZS,1.75343513884018
Somalia,SOM,2012,Arable land (% of land area),AG.LND.ARBL.ZS,1.59403194440017
Somalia,SOM,2011,Arable land (% of land area),AG.LND.ARBL.ZS,1.59403194440017
Somalia,SOM,2010,Arable land (% of land area),AG.LND.ARBL.ZS,1.75343513884018
Somalia,SOM,2009,Arable land (% of land area),AG.LND.ARBL.ZS,1.75343513884018
Somalia,SOM,2008,Arable land (% of land area),AG.LND.ARBL.ZS,1.75343513884018
Somalia,SOM,2007,Arable land (% of land area),AG.LND.ARBL.ZS,1.59403194440017
Somalia,SOM,2006,Arable land (% of land area),AG.LND.ARBL.ZS,1.67373354162017
Somalia,SOM,2005,Arable land (% of land area),AG.LND.ARBL.ZS,1.75343513884018
Somalia,SOM,2004,Arable land (% of land area),AG.LND.ARBL.ZS,1.80125609717219
Somalia,SOM,2003,Arable land (% of land area),AG.LND.ARBL.ZS,1.72633659578538
Somalia,SOM,2002,Arable land (% of land area),AG.LND.ARBL.ZS,1.69604998884178
Somalia,SOM,2001,Arable land (% of land area),AG.LND.ARBL.ZS,1.66576338189817
Somalia,SOM,2000,Arable land (% of land area),AG.LND.ARBL.ZS,1.66257531800937
Somalia,SOM,1999,Arable land (% of land area),AG.LND.ARBL.ZS,1.66257531800937
Somalia,SOM,1998,Arable land (% of land area),AG.LND.ARBL.ZS,1.66257531800937
Somalia,SOM,1997,Arable land (% of land area),AG.LND.ARBL.ZS,1.66257531800937
Somalia,SOM,1996,Arable land (% of land area),AG.LND.ARBL.ZS,1.65619919023177
Somalia,SOM,1995,Arable land (% of land area),AG.LND.ARBL.ZS,1.64982306245417
Somalia,SOM,1994,Arable land (% of land area),AG.LND.ARBL.ZS,1.64185290273217
Somalia,SOM,1993,Arable land (% of land area),AG.LND.ARBL.ZS,1.63228871106577
Somalia,SOM,1992,Arable land (% of land area),AG.LND.ARBL.ZS,1.63069467912137
Somalia,SOM,1991,Arable land (% of land area),AG.LND.ARBL.ZS,1.62910064717697
Somalia,SOM,1990,Arable land (% of land area),AG.LND.ARBL.ZS,1.62910064717697
Somalia,SOM,1989,Arable land (% of land area),AG.LND.ARBL.ZS,1.62750661523257
Somalia,SOM,1988,Arable land (% of land area),AG.LND.ARBL.ZS,1.62750661523257
Somalia,SOM,1987,Arable land (% of land area),AG.LND.ARBL.ZS,1.62272451939937
Somalia,SOM,1986,Arable land (% of land area),AG.LND.ARBL.ZS,1.61634839162177
Somalia,SOM,1985,Arable land (% of land area),AG.LND.ARBL.ZS,1.60837823189977
Somalia,SOM,1984,Arable land (% of land area),AG.LND.ARBL.ZS,1.60040807217777
Somalia,SOM,1983,Arable land (% of land area),AG.LND.ARBL.ZS,1.59243791245577
Somalia,SOM,1982,Arable land (% of land area),AG.LND.ARBL.ZS,1.58446775273376
Somalia,SOM,1981,Arable land (% of land area),AG.LND.ARBL.ZS,1.57649759301176
Somalia,SOM,1980,Arable land (% of land area),AG.LND.ARBL.ZS,1.56852743328976
Somalia,SOM,1979,Arable land (% of land area),AG.LND.ARBL.ZS,1.56055727356776
Somalia,SOM,1978,Arable land (% of land area),AG.LND.ARBL.ZS,1.55258711384576
Somalia,SOM,1977,Arable land (% of land area),AG.LND.ARBL.ZS,1.54461695412376
Somalia,SOM,1976,Arable land (% of land area),AG.LND.ARBL.ZS,1.53824082634616
Somalia,SOM,1975,Arable land (% of land area),AG.LND.ARBL.ZS,1.53027066662416
Somalia,SOM,1974,Arable land (% of land area),AG.LND.ARBL.ZS,1.52230050690216
Somalia,SOM,1973,Arable land (% of land area),AG.LND.ARBL.ZS,1.51592437912456
Somalia,SOM,1972,Arable land (% of land area),AG.LND.ARBL.ZS,1.50795421940256
Somalia,SOM,1971,Arable land (% of land area),AG.LND.ARBL.ZS,1.49998405968056
Somalia,SOM,1970,Arable land (% of land area),AG.LND.ARBL.ZS,1.49201389995856
Somalia,SOM,1969,Arable land (% of land area),AG.LND.ARBL.ZS,1.48404374023655
Somalia,SOM,1968,Arable land (% of land area),AG.LND.ARBL.ZS,1.47607358051455
Somalia,SOM,1967,Arable land (% of land area),AG.LND.ARBL.ZS,1.46810342079255
Somalia,SOM,1966,Arable land (% of land area),AG.LND.ARBL.ZS,1.46013326107055
Somalia,SOM,1965,Arable land (% of land area),AG.LND.ARBL.ZS,1.45216310134855
Somalia,SOM,1964,Arable land (% of land area),AG.LND.ARBL.ZS,1.44419294162655
Somalia,SOM,1963,Arable land (% of land area),AG.LND.ARBL.ZS,1.43622278190455
Somalia,SOM,1962,Arable land (% of land area),AG.LND.ARBL.ZS,1.42825262218255
Somalia,SOM,1961,Arable land (% of land area),AG.LND.ARBL.ZS,1.42028246246055
Somalia,SOM,2022,Land under cereal production (hectares),AG.LND.CREL.HA,353538
Somalia,SOM,2021,Land under cereal production (hectares),AG.LND.CREL.HA,353560
Somalia,SOM,2020,Land under cereal production (hectares),AG.LND.CREL.HA,353539
Somalia,SOM,2019,Land under cereal production (hectares),AG.LND.CREL.HA,353513
Somalia,SOM,2018,Land under cereal production (hectares),AG.LND.CREL.HA,330644
Somalia,SOM,2017,Land under cereal production (hectares),AG.LND.CREL.HA,344488
Somalia,SOM,2016,Land under cereal production (hectares),AG.LND.CREL.HA,280701
Somalia,SOM,2015,Land under cereal production (hectares),AG.LND.CREL.HA,447104
Somalia,SOM,2014,Land under cereal production (hectares),AG.LND.CREL.HA,440262
Somalia,SOM,2013,Land under cereal production (hectares),AG.LND.CREL.HA,397538
Somalia,SOM,2012,Land under cereal production (hectares),AG.LND.CREL.HA,323821
Somalia,SOM,2011,Land under cereal production (hectares),AG.LND.CREL.HA,259997
Somalia,SOM,2010,Land under cereal production (hectares),AG.LND.CREL.HA,618634
Somalia,SOM,2009,Land under cereal production (hectares),AG.LND.CREL.HA,551531
Somalia,SOM,2008,Land under cereal production (hectares),AG.LND.CREL.HA,413598
Somalia,SOM,2007,Land under cereal production (hectares),AG.LND.CREL.HA,325163
Somalia,SOM,2006,Land under cereal production (hectares),AG.LND.CREL.HA,527219
Somalia,SOM,2005,Land under cereal production (hectares),AG.LND.CREL.HA,546473
Somalia,SOM,2004,Land under cereal production (hectares),AG.LND.CREL.HA,630641
Somalia,SOM,2003,Land under cereal production (hectares),AG.LND.CREL.HA,585518
Somalia,SOM,2002,Land under cereal production (hectares),AG.LND.CREL.HA,573983
Somalia,SOM,2001,Land under cereal production (hectares),AG.LND.CREL.HA,527960
Somalia,SOM,2000,Land under cereal production (hectares),AG.LND.CREL.HA,535373
Somalia,SOM,1999,Land under cereal production (hectares),AG.LND.CREL.HA,513271
Somalia,SOM,1998,Land under cereal production (hectares),AG.LND.CREL.HA,479290
Somalia,SOM,1997,Land under cereal production (hectares),AG.LND.CREL.HA,634648
Somalia,SOM,1996,Land under cereal production (hectares),AG.LND.CREL.HA,559040
Somalia,SOM,1995,Land under cereal production (hectares),AG.LND.CREL.HA,576080
Somalia,SOM,1994,Land under cereal production (hectares),AG.LND.CREL.HA,987400
Somalia,SOM,1993,Land under cereal production (hectares),AG.LND.CREL.HA,364500
Somalia,SOM,1992,Land under cereal production (hectares),AG.LND.CREL.HA,413840
Somalia,SOM,1991,Land under cereal production (hectares),AG.LND.CREL.HA,455800
Somalia,SOM,1990,Land under cereal production (hectares),AG.LND.CREL.HA,549150
Somalia,SOM,1989,Land under cereal production (hectares),AG.LND.CREL.HA,825300
Somalia,SOM,1988,Land under cereal production (hectares),AG.LND.CREL.HA,860200
Somalia,SOM,1987,Land under cereal production (hectares),AG.LND.CREL.HA,783000
Somalia,SOM,1986,Land under cereal production (hectares),AG.LND.CREL.HA,636900
Somalia,SOM,1985,Land under cereal production (hectares),AG.LND.CREL.HA,687500
Somalia,SOM,1984,Land under cereal production (hectares),AG.LND.CREL.HA,769600
Somalia,SOM,1983,Land under cereal production (hectares),AG.LND.CREL.HA,558700
Somalia,SOM,1982,Land under cereal production (hectares),AG.LND.CREL.HA,758500
Somalia,SOM,1981,Land under cereal production (hectares),AG.LND.CREL.HA,723200
Somalia,SOM,1980,Land under cereal production (hectares),AG.LND.CREL.HA,575200
Somalia,SOM,1979,Land under cereal production (hectares),AG.LND.CREL.HA,616600
Somalia,SOM,1978,Land under cereal production (hectares),AG.LND.CREL.HA,582100
Somalia,SOM,1977,Land under cereal production (hectares),AG.LND.CREL.HA,616800
Somalia,SOM,1976,Land under cereal production (hectares),AG.LND.CREL.HA,614300
Somalia,SOM,1975,Land under cereal production (hectares),AG.LND.CREL.HA,511100
Somalia,SOM,1974,Land under cereal production (hectares),AG.LND.CREL.HA,395070
Somalia,SOM,1973,Land under cereal production (hectares),AG.LND.CREL.HA,387050
Somalia,SOM,1972,Land under cereal production (hectares),AG.LND.CREL.HA,645670
Somalia,SOM,1971,Land under cereal production (hectares),AG.LND.CREL.HA,445100
Somalia,SOM,1970,Land under cereal production (hectares),AG.LND.CREL.HA,480250
Somalia,SOM,1969,Land under cereal production (hectares),AG.LND.CREL.HA,519000
Somalia,SOM,1968,Land under cereal production (hectares),AG.LND.CREL.HA,515000
Somalia,SOM,1967,Land under cereal production (hectares),AG.LND.CREL.HA,535000
Somalia,SOM,1966,Land under cereal production (hectares),AG.LND.CREL.HA,502000
Somalia,SOM,1965,Land under cereal production (hectares),AG.LND.CREL.HA,507000
Somalia,SOM,1964,Land under cereal production (hectares),AG.LND.CREL.HA,511000
Somalia,SOM,1963,Land under cereal production (hectares),AG.LND.CREL.HA,520000
Somalia,SOM,1962,Land under cereal production (hectares),AG.LND.CREL.HA,515000
Somalia,SOM,1961,Land under cereal production (hectares),AG.LND.CREL.HA,521000
Somalia,SOM,2022,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.0462269263876048
Somalia,SOM,2021,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.0462269263876048
Somalia,SOM,2020,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.0446328944432046
Somalia,SOM,2019,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.0430388624988045
Somalia,SOM,2018,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.0414448305544043
Somalia,SOM,2017,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.0414448305544043
Somalia,SOM,2016,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.0414448305544043
Somalia,SOM,2015,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.0414448305544043
Somalia,SOM,2014,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.0414448305544043
Somalia,SOM,2013,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.0414448305544043
Somalia,SOM,2012,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.0414448305544043
Somalia,SOM,2011,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.0414448305544043
Somalia,SOM,2010,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.0414448305544043
Somalia,SOM,2009,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.0414448305544043
Somalia,SOM,2008,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.0414448305544043
Somalia,SOM,2007,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.0414448305544043
Somalia,SOM,2006,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.0414448305544043
Somalia,SOM,2005,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.0414448305544043
Somalia,SOM,2004,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.0430388624988045
Somalia,SOM,2003,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.0414448305544043
Somalia,SOM,2002,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.0414448305544043
Somalia,SOM,2001,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.0414448305544043
Somalia,SOM,2000,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.038256766665604
Somalia,SOM,1999,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.038256766665604
Somalia,SOM,1998,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.038256766665604
Somalia,SOM,1997,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.0366627347212038
Somalia,SOM,1996,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.0350687027768036
Somalia,SOM,1995,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.0334746708324035
Somalia,SOM,1994,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.0318806388880033
Somalia,SOM,1993,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.0318806388880033
Somalia,SOM,1992,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.0318806388880033
Somalia,SOM,1991,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.0318806388880033
Somalia,SOM,1990,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.0318806388880033
Somalia,SOM,1989,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.0302866069436032
Somalia,SOM,1988,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.028692574999203
Somalia,SOM,1987,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.0270985430548028
Somalia,SOM,1986,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.0255045111104026
Somalia,SOM,1985,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.0255045111104026
Somalia,SOM,1984,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.0255045111104026
Somalia,SOM,1983,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.0255045111104026
Somalia,SOM,1982,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.0255045111104026
Somalia,SOM,1981,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.0255045111104026
Somalia,SOM,1980,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.0255045111104026
Somalia,SOM,1979,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.0255045111104026
Somalia,SOM,1978,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.0255045111104026
Somalia,SOM,1977,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.0255045111104026
Somalia,SOM,1976,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.0239104791660025
Somalia,SOM,1975,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.0239104791660025
Somalia,SOM,1974,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.0239104791660025
Somalia,SOM,1973,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.0223164472216023
Somalia,SOM,1972,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.0223164472216023
Somalia,SOM,1971,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.0223164472216023
Somalia,SOM,1970,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.0223164472216023
Somalia,SOM,1969,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.0223164472216023
Somalia,SOM,1968,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.0223164472216023
Somalia,SOM,1967,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.0223164472216023
Somalia,SOM,1966,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.0223164472216023
Somalia,SOM,1965,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.0223164472216023
Somalia,SOM,1964,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.0223164472216023
Somalia,SOM,1963,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.0223164472216023
Somalia,SOM,1962,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.0223164472216023
Somalia,SOM,1961,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.0223164472216023
Somalia,SOM,2015,Rural land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.RU.K2,1502.22438899
Somalia,SOM,2000,Rural land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.RU.K2,1503.79204949
Somalia,SOM,1990,Rural land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.RU.K2,1503.79204949
Somalia,SOM,2015,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,0.235993422781938
Somalia,SOM,2000,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,0.236239695955216
Somalia,SOM,1990,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,0.236239695955066
Somalia,SOM,2022,Forest area (sq. km),AG.LND.FRST.K2,58265
Somalia,SOM,2021,Forest area (sq. km),AG.LND.FRST.K2,59032.5
Somalia,SOM,2020,Forest area (sq. km),AG.LND.FRST.K2,59800
Somalia,SOM,2019,Forest area (sq. km),AG.LND.FRST.K2,60567.5
Somalia,SOM,2018,Forest area (sq. km),AG.LND.FRST.K2,61335
Somalia,SOM,2017,Forest area (sq. km),AG.LND.FRST.K2,62102.5
Somalia,SOM,2016,Forest area (sq. km),AG.LND.FRST.K2,62870
Somalia,SOM,2015,Forest area (sq. km),AG.LND.FRST.K2,63637.5
Somalia,SOM,2014,Forest area (sq. km),AG.LND.FRST.K2,64405
Somalia,SOM,2013,Forest area (sq. km),AG.LND.FRST.K2,65172.5
Somalia,SOM,2012,Forest area (sq. km),AG.LND.FRST.K2,65940
Somalia,SOM,2011,Forest area (sq. km),AG.LND.FRST.K2,66707.5
Somalia,SOM,2010,Forest area (sq. km),AG.LND.FRST.K2,67475
Somalia,SOM,2009,Forest area (sq. km),AG.LND.FRST.K2,68242.5
Somalia,SOM,2008,Forest area (sq. km),AG.LND.FRST.K2,69010
Somalia,SOM,2007,Forest area (sq. km),AG.LND.FRST.K2,69777.5
Somalia,SOM,2006,Forest area (sq. km),AG.LND.FRST.K2,70545
Somalia,SOM,2005,Forest area (sq. km),AG.LND.FRST.K2,71312.5
Somalia,SOM,2004,Forest area (sq. km),AG.LND.FRST.K2,72080
Somalia,SOM,2003,Forest area (sq. km),AG.LND.FRST.K2,72847.5
Somalia,SOM,2002,Forest area (sq. km),AG.LND.FRST.K2,73615
Somalia,SOM,2001,Forest area (sq. km),AG.LND.FRST.K2,74382.5
Somalia,SOM,2000,Forest area (sq. km),AG.LND.FRST.K2,75150
Somalia,SOM,1999,Forest area (sq. km),AG.LND.FRST.K2,75917.5
Somalia,SOM,1998,Forest area (sq. km),AG.LND.FRST.K2,76685
Somalia,SOM,1997,Forest area (sq. km),AG.LND.FRST.K2,77452.5
Somalia,SOM,1996,Forest area (sq. km),AG.LND.FRST.K2,78220
Somalia,SOM,1995,Forest area (sq. km),AG.LND.FRST.K2,78987.5
Somalia,SOM,1994,Forest area (sq. km),AG.LND.FRST.K2,79755
Somalia,SOM,1993,Forest area (sq. km),AG.LND.FRST.K2,80522.5
Somalia,SOM,1992,Forest area (sq. km),AG.LND.FRST.K2,81290
Somalia,SOM,1991,Forest area (sq. km),AG.LND.FRST.K2,82057.5
Somalia,SOM,1990,Forest area (sq. km),AG.LND.FRST.K2,82825
Somalia,SOM,2022,Forest area (% of land area),AG.LND.FRST.ZS,9.28762712404757
Somalia,SOM,2021,Forest area (% of land area),AG.LND.FRST.ZS,9.40996907578028
Somalia,SOM,2020,Forest area (% of land area),AG.LND.FRST.ZS,9.53231102751299
Somalia,SOM,2019,Forest area (% of land area),AG.LND.FRST.ZS,9.6546529792457
Somalia,SOM,2018,Forest area (% of land area),AG.LND.FRST.ZS,9.77699493097842
Somalia,SOM,2017,Forest area (% of land area),AG.LND.FRST.ZS,9.89933688271113
Somalia,SOM,2016,Forest area (% of land area),AG.LND.FRST.ZS,10.0216788344438
Somalia,SOM,2015,Forest area (% of land area),AG.LND.FRST.ZS,10.1440207861766
Somalia,SOM,2014,Forest area (% of land area),AG.LND.FRST.ZS,10.2663627379093
Somalia,SOM,2013,Forest area (% of land area),AG.LND.FRST.ZS,10.388704689642
Somalia,SOM,2012,Forest area (% of land area),AG.LND.FRST.ZS,10.5110466413747
Somalia,SOM,2011,Forest area (% of land area),AG.LND.FRST.ZS,10.6333885931074
Somalia,SOM,2010,Forest area (% of land area),AG.LND.FRST.ZS,10.7557305448401
Somalia,SOM,2009,Forest area (% of land area),AG.LND.FRST.ZS,10.8780724965728
Somalia,SOM,2008,Forest area (% of land area),AG.LND.FRST.ZS,11.0004144483055
Somalia,SOM,2007,Forest area (% of land area),AG.LND.FRST.ZS,11.1227564000383
Somalia,SOM,2006,Forest area (% of land area),AG.LND.FRST.ZS,11.245098351771
Somalia,SOM,2005,Forest area (% of land area),AG.LND.FRST.ZS,11.3674403035037
Somalia,SOM,2004,Forest area (% of land area),AG.LND.FRST.ZS,11.4897822552364
Somalia,SOM,2003,Forest area (% of land area),AG.LND.FRST.ZS,11.6121242069691
Somalia,SOM,2002,Forest area (% of land area),AG.LND.FRST.ZS,11.7344661587018
Somalia,SOM,2001,Forest area (% of land area),AG.LND.FRST.ZS,11.8568081104345
Somalia,SOM,2000,Forest area (% of land area),AG.LND.FRST.ZS,11.9791500621672
Somalia,SOM,1999,Forest area (% of land area),AG.LND.FRST.ZS,12.1014920139
Somalia,SOM,1998,Forest area (% of land area),AG.LND.FRST.ZS,12.2238339656327
Somalia,SOM,1997,Forest area (% of land area),AG.LND.FRST.ZS,12.3461759173654
Somalia,SOM,1996,Forest area (% of land area),AG.LND.FRST.ZS,12.4685178690981
Somalia,SOM,1995,Forest area (% of land area),AG.LND.FRST.ZS,12.5908598208308
Somalia,SOM,1994,Forest area (% of land area),AG.LND.FRST.ZS,12.7132017725635
Somalia,SOM,1993,Forest area (% of land area),AG.LND.FRST.ZS,12.8355437242962
Somalia,SOM,1992,Forest area (% of land area),AG.LND.FRST.ZS,12.9578856760289
Somalia,SOM,1991,Forest area (% of land area),AG.LND.FRST.ZS,13.0802276277617
Somalia,SOM,1990,Forest area (% of land area),AG.LND.FRST.ZS,13.2025695794944
Somalia,SOM,2021,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,282
Somalia,SOM,2020,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,282
Somalia,SOM,2019,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,282
Somalia,SOM,2018,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,282
Somalia,SOM,2017,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,282
Somalia,SOM,2016,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,282
Somalia,SOM,2015,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,282
Somalia,SOM,2014,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,282
Somalia,SOM,2013,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,282
Somalia,SOM,2012,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,282
Somalia,SOM,2011,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,282
Somalia,SOM,2010,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,282
Somalia,SOM,2009,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,282
Somalia,SOM,2008,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,282
Somalia,SOM,2007,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,282
Somalia,SOM,2006,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,282
Somalia,SOM,2005,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,282
Somalia,SOM,2004,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,282
Somalia,SOM,2003,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,282
Somalia,SOM,2002,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,282
Somalia,SOM,2001,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,282
Somalia,SOM,2000,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,282
Somalia,SOM,1999,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,282
Somalia,SOM,1998,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,282
Somalia,SOM,1997,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,282
Somalia,SOM,1996,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,282
Somalia,SOM,1995,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,282
Somalia,SOM,1994,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,282
Somalia,SOM,1993,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,282
Somalia,SOM,1992,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,282
Somalia,SOM,1991,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,282
Somalia,SOM,1990,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,282
Somalia,SOM,1989,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,282
Somalia,SOM,1988,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,282
Somalia,SOM,1987,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,282
Somalia,SOM,1986,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,282
Somalia,SOM,1985,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,282
Somalia,SOM,1984,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,282
Somalia,SOM,1983,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,282
Somalia,SOM,1982,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,282
Somalia,SOM,1981,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,282
Somalia,SOM,1980,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,282
Somalia,SOM,1979,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,282
Somalia,SOM,1978,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,282
Somalia,SOM,1977,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,282
Somalia,SOM,1976,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,282
Somalia,SOM,1975,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,282
Somalia,SOM,1974,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,282
Somalia,SOM,1973,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,282
Somalia,SOM,1972,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,282
Somalia,SOM,1971,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,282
Somalia,SOM,1970,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,282
Somalia,SOM,1969,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,282
Somalia,SOM,1968,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,282
Somalia,SOM,1967,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,282
Somalia,SOM,1966,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,282
Somalia,SOM,1965,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,282
